assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_022468295.1	PRJNA224116	SAMN25131663	na	na	470	470	Acinetobacter baumannii	strain=AB216-VUB	na	latest	Complete Genome	Major	Full	2022-03-03	ASM2246829v1	Vrije Universiteit Brussel	GCA_022468295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/468/295/GCF_022468295.1_ASM2246829v1/	na	na	na	haploid	bacteria	3913930	3913930	39.000000	1	1	1	NCBI RefSeq	GCF_022468295.1-RS_2026_04_26	2026-04-26	3728	3567	95	na
GCF_022468355.1	PRJNA224116	SAMN25131662	na	na	470	470	Acinetobacter baumannii	strain=AB214-VUB	na	latest	Complete Genome	Major	Full	2022-03-03	ASM2246835v1	Vrije Universiteit Brussel	GCA_022468355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/468/355/GCF_022468355.1_ASM2246835v1/	na	na	na	haploid	bacteria	3964332	3964332	39.000000	1	1	1	NCBI RefSeq	GCF_022468355.1-RS_2025_04_13	2025-04-13	3823	3649	95	na
GCF_022468455.1	PRJNA224116	SAMN25131661	na	na	470	470	Acinetobacter baumannii	strain=AB213-VUB	na	latest	Complete Genome	Major	Full	2022-03-03	ASM2246845v1	Vrije Universiteit Brussel	GCA_022468455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/468/455/GCF_022468455.1_ASM2246845v1/	na	na	na	haploid	bacteria	3921587	3921587	39.000000	1	1	1	NCBI RefSeq	GCF_022468455.1-RS_2025_04_22	2025-04-22	3745	3541	96	na
GCF_022468565.1	PRJNA224116	SAMN25131660	na	na	470	470	Acinetobacter baumannii	strain=AB212-VUB	na	latest	Complete Genome	Major	Full	2022-03-03	ASM2246856v1	Vrije Universiteit Brussel	GCA_022468565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/468/565/GCF_022468565.1_ASM2246856v1/	na	na	na	haploid	bacteria	3922329	3922329	39.000000	1	1	1	NCBI RefSeq	GCF_022468565.1-RS_2025_04_22	2025-04-22	3771	3570	95	na
GCF_022468755.1	PRJNA224116	SAMN25131658	na	na	470	470	Acinetobacter baumannii	strain=AB193-VUB	na	latest	Complete Genome	Major	Full	2022-03-03	ASM2246875v1	Vrije Universiteit Brussel	GCA_022468755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/468/755/GCF_022468755.1_ASM2246875v1/	na	na	na	haploid	bacteria	3905527	3905527	39.000000	1	1	1	NCBI RefSeq	GCF_022468755.1-RS_2025_04_22	2025-04-22	3733	3546	95	na
GCF_022468795.1	PRJNA224116	SAMN25131657	na	na	470	470	Acinetobacter baumannii	strain=AB189-VUB	na	latest	Complete Genome	Major	Full	2022-03-03	ASM2246879v1	Vrije Universiteit Brussel	GCA_022468795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/468/795/GCF_022468795.1_ASM2246879v1/	na	na	na	haploid	bacteria	3963068	3963068	39.000000	1	1	1	NCBI RefSeq	GCF_022468795.1-RS_2025_04_22	2025-04-22	3828	3605	93	na
GCF_022469075.1	PRJNA224116	SAMN25131653	na	na	470	470	Acinetobacter baumannii	strain=AB183-VUB	na	latest	Complete Genome	Major	Full	2022-03-03	ASM2246907v1	Vrije Universiteit Brussel	GCA_022469075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/469/075/GCF_022469075.1_ASM2246907v1/	na	na	na	haploid	bacteria	3997993	3997993	39.000000	1	1	1	NCBI RefSeq	GCF_022469075.1-RS_2024_04_21	2024-04-21	3855	3670	95	na
GCF_022548575.1	PRJNA224116	SAMN25131652	na	na	470	470	Acinetobacter baumannii	strain=AB181-VUB	na	latest	Complete Genome	Major	Full	2022-03-03	ASM2254857v1	Vrije Universiteit Brussel	GCA_022548575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/548/575/GCF_022548575.1_ASM2254857v1/	na	na	na	haploid	bacteria	4103179	4103179	39.000000	1	1	1	NCBI RefSeq	GCF_022548575.1-RS_2025_04_22	2025-04-22	3960	3768	95	na
GCF_022605145.1	PRJNA224116	SAMN25087978	na	na	470	470	Acinetobacter baumannii	strain=AB5116	na	latest	Complete Genome	Major	Full	2022-03-17	ASM2260514v1	Xi'an Jiaotong University	GCA_022605145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/605/145/GCF_022605145.1_ASM2260514v1/	na	na	na	haploid	bacteria	3907300	3907300	39.000000	1	1	1	NCBI RefSeq	GCF_022605145.1-RS_2025_04_22	2025-04-22	3757	3509	95	na
GCF_022759565.1	PRJNA224116	SAMN26814682	na	na	470	470	Acinetobacter baumannii	strain=NY5301	na	latest	Complete Genome	Major	Full	2022-03-30	ASM2275956v1	Beijing Institute of Microbiology and Epidemiology	GCA_022759565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/759/565/GCF_022759565.1_ASM2275956v1/	na	na	na	haploid	bacteria	4230647	4230647	39.000000	5	5	5	NCBI RefSeq	GCF_022759565.1-RS_2025_04_24	2025-04-24	4161	3973	97	na
GCF_022811905.1	PRJNA224116	SAMN16714580	na	na	470	470	Acinetobacter baumannii	strain=2016GDAB1	na	latest	Complete Genome	Major	Full	2022-04-04	ASM2281190v1	Peking University People's Hospital	GCA_022811905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/811/905/GCF_022811905.1_ASM2281190v1/	na	na	na	haploid	bacteria	3948850	3948850	39.000000	2	2	2	NCBI RefSeq	GCF_022811905.1-RS_2026_04_18	2026-04-18	3746	3581	93	na
GCF_022870045.1	PRJNA224116	SAMN14078800	na	na	470	470	Acinetobacter baumannii	strain=PartI-Abaumannii-RM8376	ATCC isolate	latest	Complete Genome	Major	Full	2022-04-11	ASM2287004v1	National Institute of Advanced Industrial Science and Technology, Biomedical Research Institute	GCA_022870045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/870/045/GCF_022870045.1_ASM2287004v1/	na	na	na	haploid	bacteria	3980879	3980879	39.000000	1	1	1	NCBI RefSeq	GCF_022870045.1-RS_2026_04_26	2026-04-26	3804	3657	96	na
GCF_022916135.1	PRJNA224116	SAMN27182098	na	na	470	470	Acinetobacter baumannii	strain=2022CK-00211	na	latest	Complete Genome	Major	Full	2023-01-17	ASM2291613v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_022916135.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/916/135/GCF_022916135.1_ASM2291613v2/	na	na	na	haploid	bacteria	4028467	4028467	39.500000	2	2	2	NCBI RefSeq	GCF_022916135.1-RS_2025_05_14	2025-05-14	3872	3663	95	na
GCF_022916555.1	PRJNA224116	SAMN27182072	na	na	470	470	Acinetobacter baumannii	strain=2022CK-00185	na	latest	Complete Genome	Major	Full	2023-01-17	ASM2291655v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_022916555.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/916/555/GCF_022916555.1_ASM2291655v2/	na	na	na	haploid	bacteria	4012475	4012475	39.000000	3	3	3	NCBI RefSeq	GCF_022916555.1-RS_2025_05_11	2025-05-11	3866	3700	95	na
GCF_022921035.1	PRJNA224116	SAMN27303889	na	na	470	470	Acinetobacter baumannii	strain=AB4451	na	latest	Complete Genome	Major	Full	2022-04-12	ASM2292103v1	Jinan University	GCA_022921035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/921/035/GCF_022921035.1_ASM2292103v1/	na	na	na	haploid	bacteria	3932611	3932611	39.000000	2	2	2	NCBI RefSeq	GCF_022921035.1-RS_2026_04_29	2026-04-29	3791	3628	95	na
GCF_023054035.1	PRJNA224116	SAMN27591179	na	na	470	470	Acinetobacter baumannii	strain=2022CK-00241	na	latest	Complete Genome	Major	Full	2023-01-17	ASM2305403v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_023054035.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/054/035/GCF_023054035.1_ASM2305403v2/	na	na	na	haploid	bacteria	4046676	4046676	39.500000	2	2	2	NCBI RefSeq	GCF_023054035.1-RS_2025_05_14	2025-05-14	3896	3684	95	na
GCF_023093135.1	PRJNA224116	SAMN27739163	na	na	470	470	Acinetobacter baumannii	strain=2022CK-00251	na	latest	Complete Genome	Major	Full	2023-01-17	ASM2309313v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_023093135.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/093/135/GCF_023093135.1_ASM2309313v2/	na	na	na	haploid	bacteria	4028524	4028524	39.500000	2	2	2	NCBI RefSeq	GCF_023093135.1-RS_2025_05_14	2025-05-14	3871	3662	95	na
GCF_023221535.1	PRJNA224116	SAMN27770840	na	na	470	470	Acinetobacter baumannii	strain=F46	na	latest	Complete Genome	Major	Full	2022-05-03	ASM2322153v1	The University of Sydney	GCA_023221535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/221/535/GCF_023221535.1_ASM2322153v1/	na	na	na	haploid	bacteria	3878974	3878974	39.000000	1	1	1	NCBI RefSeq	GCF_023221535.1-RS_2025_05_14	2025-05-14	3717	3524	96	na
GCF_023360975.1	PRJNA224116	SAMN24114688	na	na	470	470	Acinetobacter baumannii	strain=6080	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336097v1	Peking University People's Hospital	GCA_023360975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/360/975/GCF_023360975.1_ASM2336097v1/	na	na	na	haploid	bacteria	4237035	4237035	39.000000	1	1	1	NCBI RefSeq	GCF_023360975.1-RS_2025_05_21	2025-05-21	4198	3994	98	na
GCF_023360995.1	PRJNA224116	SAMN24114687	na	na	470	470	Acinetobacter baumannii	strain=5955	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336099v1	Peking University People's Hospital	GCA_023360995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/360/995/GCF_023360995.1_ASM2336099v1/	na	na	na	haploid	bacteria	4091503	4091503	39.000000	2	2	2	NCBI RefSeq	GCF_023360995.1-RS_2025_05_21	2025-05-21	3960	3763	96	na
GCF_023361015.1	PRJNA224116	SAMN24114686	na	na	470	470	Acinetobacter baumannii	strain=5847	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336101v1	Peking University People's Hospital	GCA_023361015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/015/GCF_023361015.1_ASM2336101v1/	na	na	na	haploid	bacteria	4136109	4136109	39.000000	2	2	2	NCBI RefSeq	GCF_023361015.1-RS_2025_05_21	2025-05-21	3977	3766	96	na
GCF_023361035.1	PRJNA224116	SAMN24114685	na	na	470	470	Acinetobacter baumannii	strain=5846	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336103v1	Peking University People's Hospital	GCA_023361035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/035/GCF_023361035.1_ASM2336103v1/	na	na	na	haploid	bacteria	4145840	4145840	39.000000	2	2	2	NCBI RefSeq	GCF_023361035.1-RS_2025_05_21	2025-05-21	4019	3803	97	na
GCF_023361055.1	PRJNA224116	SAMN24114684	na	na	470	470	Acinetobacter baumannii	strain=5840	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336105v1	Peking University People's Hospital	GCA_023361055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/055/GCF_023361055.1_ASM2336105v1/	na	na	na	haploid	bacteria	4153752	4153752	39.000000	2	2	2	NCBI RefSeq	GCF_023361055.1-RS_2025_05_21	2025-05-21	4052	3825	95	na
GCF_023361075.1	PRJNA224116	SAMN24114683	na	na	470	470	Acinetobacter baumannii	strain=5839	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336107v1	Peking University People's Hospital	GCA_023361075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/075/GCF_023361075.1_ASM2336107v1/	na	na	na	haploid	bacteria	4170821	4170821	39.000000	2	2	2	NCBI RefSeq	GCF_023361075.1-RS_2025_05_21	2025-05-21	4081	3889	97	na
GCF_023361095.1	PRJNA224116	SAMN24114679	na	na	470	470	Acinetobacter baumannii	strain=5773	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336109v1	Peking University People's Hospital	GCA_023361095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/095/GCF_023361095.1_ASM2336109v1/	na	na	na	haploid	bacteria	4041541	4041541	39.000000	3	3	3	NCBI RefSeq	GCF_023361095.1-RS_2025_05_21	2025-05-21	3939	3733	96	na
GCF_023361115.1	PRJNA224116	SAMN24114680	na	na	470	470	Acinetobacter baumannii	strain=5779	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336111v1	Peking University People's Hospital	GCA_023361115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/115/GCF_023361115.1_ASM2336111v1/	na	na	na	haploid	bacteria	4014226	4014226	39.000000	1	1	1	NCBI RefSeq	GCF_023361115.1-RS_2025_05_21	2025-05-21	3867	3673	95	na
GCF_023361135.1	PRJNA224116	SAMN24114678	na	na	470	470	Acinetobacter baumannii	strain=5771	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336113v1	Peking University People's Hospital	GCA_023361135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/135/GCF_023361135.1_ASM2336113v1/	na	na	na	haploid	bacteria	4135642	4135642	39.000000	2	2	2	NCBI RefSeq	GCF_023361135.1-RS_2025_05_21	2025-05-21	3995	3810	96	na
GCF_023361155.1	PRJNA224116	SAMN24114677	na	na	470	470	Acinetobacter baumannii	strain=5769	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336115v1	Peking University People's Hospital	GCA_023361155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/155/GCF_023361155.1_ASM2336115v1/	na	na	na	haploid	bacteria	4155043	4155043	39.000000	2	2	2	NCBI RefSeq	GCF_023361155.1-RS_2025_05_21	2025-05-21	4026	3838	96	na
GCF_023361175.1	PRJNA224116	SAMN24114676	na	na	470	470	Acinetobacter baumannii	strain=5768	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336117v1	Peking University People's Hospital	GCA_023361175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/175/GCF_023361175.1_ASM2336117v1/	na	na	na	haploid	bacteria	4175991	4175991	39.000000	2	2	2	NCBI RefSeq	GCF_023361175.1-RS_2025_05_21	2025-05-21	4048	3830	96	na
GCF_023361195.1	PRJNA224116	SAMN24114675	na	na	470	470	Acinetobacter baumannii	strain=5767	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336119v1	Peking University People's Hospital	GCA_023361195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/195/GCF_023361195.1_ASM2336119v1/	na	na	na	haploid	bacteria	4154428	4154428	39.000000	2	2	2	NCBI RefSeq	GCF_023361195.1-RS_2025_05_21	2025-05-21	4041	3817	96	na
GCF_023361215.1	PRJNA224116	SAMN24114674	na	na	470	470	Acinetobacter baumannii	strain=5765	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336121v1	Peking University People's Hospital	GCA_023361215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/215/GCF_023361215.1_ASM2336121v1/	na	na	na	haploid	bacteria	4017911	4017911	39.000000	1	1	1	NCBI RefSeq	GCF_023361215.1-RS_2025_05_21	2025-05-21	3887	3699	96	na
GCF_023361235.1	PRJNA224116	SAMN24114673	na	na	470	470	Acinetobacter baumannii	strain=5761	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336123v1	Peking University People's Hospital	GCA_023361235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/235/GCF_023361235.1_ASM2336123v1/	na	na	na	haploid	bacteria	4132086	4132086	39.000000	2	2	2	NCBI RefSeq	GCF_023361235.1-RS_2025_05_21	2025-05-21	4031	3849	96	na
GCF_023361255.1	PRJNA224116	SAMN24114672	na	na	470	470	Acinetobacter baumannii	strain=5760	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336125v1	Peking University People's Hospital	GCA_023361255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/255/GCF_023361255.1_ASM2336125v1/	na	na	na	haploid	bacteria	4246921	4246921	39.000000	3	3	3	NCBI RefSeq	GCF_023361255.1-RS_2025_05_21	2025-05-21	4138	3930	97	na
GCF_023361275.1	PRJNA224116	SAMN24114671	na	na	470	470	Acinetobacter baumannii	strain=5759	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336127v1	Peking University People's Hospital	GCA_023361275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/275/GCF_023361275.1_ASM2336127v1/	na	na	na	haploid	bacteria	4247950	4247950	39.000000	4	4	4	NCBI RefSeq	GCF_023361275.1-RS_2025_05_21	2025-05-21	4154	3975	97	na
GCF_023361815.1	PRJNA224116	SAMN24114670	na	na	470	470	Acinetobacter baumannii	strain=5745	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336181v1	Peking University People's Hospital	GCA_023361815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/815/GCF_023361815.1_ASM2336181v1/	na	na	na	haploid	bacteria	4102624	4102624	39.000000	3	3	3	NCBI RefSeq	GCF_023361815.1-RS_2025_05_21	2025-05-21	3965	3769	96	na
GCF_023361835.1	PRJNA224116	SAMN24114669	na	na	470	470	Acinetobacter baumannii	strain=5741	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336183v1	Peking University People's Hospital	GCA_023361835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/835/GCF_023361835.1_ASM2336183v1/	na	na	na	haploid	bacteria	4131047	4131047	39.000000	3	3	3	NCBI RefSeq	GCF_023361835.1-RS_2025_05_21	2025-05-21	4024	3836	96	na
GCF_023361855.1	PRJNA224116	SAMN24114668	na	na	470	470	Acinetobacter baumannii	strain=5740	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336185v1	Peking University People's Hospital	GCA_023361855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/855/GCF_023361855.1_ASM2336185v1/	na	na	na	haploid	bacteria	4194040	4194040	39.000000	2	2	2	NCBI RefSeq	GCF_023361855.1-RS_2025_05_21	2025-05-21	4080	3857	97	na
GCF_023361875.1	PRJNA224116	SAMN24114667	na	na	470	470	Acinetobacter baumannii	strain=5736	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336187v1	Peking University People's Hospital	GCA_023361875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/875/GCF_023361875.1_ASM2336187v1/	na	na	na	haploid	bacteria	4174125	4174125	39.000000	2	2	2	NCBI RefSeq	GCF_023361875.1-RS_2025_05_21	2025-05-21	4070	3885	97	na
GCF_023361895.1	PRJNA224116	SAMN24114666	na	na	470	470	Acinetobacter baumannii	strain=5734	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336189v1	Peking University People's Hospital	GCA_023361895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/895/GCF_023361895.1_ASM2336189v1/	na	na	na	haploid	bacteria	4217300	4217300	39.000000	3	3	3	NCBI RefSeq	GCF_023361895.1-RS_2025_05_21	2025-05-21	4104	3920	97	na
GCF_023361915.1	PRJNA224116	SAMN24114665	na	na	470	470	Acinetobacter baumannii	strain=5732	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336191v1	Peking University People's Hospital	GCA_023361915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/915/GCF_023361915.1_ASM2336191v1/	na	na	na	haploid	bacteria	4191051	4191051	39.000000	2	2	2	NCBI RefSeq	GCF_023361915.1-RS_2025_05_21	2025-05-21	4058	3864	96	na
GCF_023361935.1	PRJNA224116	SAMN24114664	na	na	470	470	Acinetobacter baumannii	strain=5729	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336193v1	Peking University People's Hospital	GCA_023361935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/935/GCF_023361935.1_ASM2336193v1/	na	na	na	haploid	bacteria	4098739	4098739	39.000000	2	2	2	NCBI RefSeq	GCF_023361935.1-RS_2025_05_21	2025-05-21	3980	3794	96	na
GCF_023361955.1	PRJNA224116	SAMN24114663	na	na	470	470	Acinetobacter baumannii	strain=5689	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336195v1	Peking University People's Hospital	GCA_023361955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/955/GCF_023361955.1_ASM2336195v1/	na	na	na	haploid	bacteria	4140946	4140946	39.000000	3	3	3	NCBI RefSeq	GCF_023361955.1-RS_2025_05_21	2025-05-21	3988	3799	96	na
GCF_023361975.1	PRJNA224116	SAMN24114662	na	na	470	470	Acinetobacter baumannii	strain=5685	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336197v1	Peking University People's Hospital	GCA_023361975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/975/GCF_023361975.1_ASM2336197v1/	na	na	na	haploid	bacteria	3952283	3952283	39.000000	1	1	1	NCBI RefSeq	GCF_023361975.1-RS_2025_05_21	2025-05-21	3785	3603	95	na
GCF_023361995.1	PRJNA224116	SAMN24114661	na	na	470	470	Acinetobacter baumannii	strain=5683	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336199v1	Peking University People's Hospital	GCA_023361995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/361/995/GCF_023361995.1_ASM2336199v1/	na	na	na	haploid	bacteria	4244172	4244172	39.000000	3	3	3	NCBI RefSeq	GCF_023361995.1-RS_2025_05_21	2025-05-21	4135	3946	97	na
GCF_023362015.1	PRJNA224116	SAMN24114660	na	na	470	470	Acinetobacter baumannii	strain=5679	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336201v1	Peking University People's Hospital	GCA_023362015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/362/015/GCF_023362015.1_ASM2336201v1/	na	na	na	haploid	bacteria	4024320	4024320	39.000000	2	2	2	NCBI RefSeq	GCF_023362015.1-RS_2025_05_21	2025-05-21	3897	3699	95	na
GCF_023362035.1	PRJNA224116	SAMN24114658	na	na	470	470	Acinetobacter baumannii	strain=5672	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336203v1	Peking University People's Hospital	GCA_023362035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/362/035/GCF_023362035.1_ASM2336203v1/	na	na	na	haploid	bacteria	3963239	3963239	39.000000	2	2	2	NCBI RefSeq	GCF_023362035.1-RS_2025_05_21	2025-05-21	3823	3624	96	na
GCF_023362055.1	PRJNA224116	SAMN24114657	na	na	470	470	Acinetobacter baumannii	strain=5671	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336205v1	Peking University People's Hospital	GCA_023362055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/362/055/GCF_023362055.1_ASM2336205v1/	na	na	na	haploid	bacteria	4135567	4135567	39.000000	3	3	3	NCBI RefSeq	GCF_023362055.1-RS_2025_05_21	2025-05-21	4036	3855	97	na
GCF_023362075.1	PRJNA224116	SAMN24114656	na	na	470	470	Acinetobacter baumannii	strain=5670	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336207v1	Peking University People's Hospital	GCA_023362075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/362/075/GCF_023362075.1_ASM2336207v1/	na	na	na	haploid	bacteria	4140180	4140180	39.000000	2	2	2	NCBI RefSeq	GCF_023362075.1-RS_2025_05_21	2025-05-21	4003	3802	97	na
GCF_023362115.1	PRJNA224116	SAMN24114654	na	na	470	470	Acinetobacter baumannii	strain=5666	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336211v1	Peking University People's Hospital	GCA_023362115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/362/115/GCF_023362115.1_ASM2336211v1/	na	na	na	haploid	bacteria	4086925	4086925	39.000000	4	4	4	NCBI RefSeq	GCF_023362115.1-RS_2025_05_21	2025-05-21	3989	3814	95	na
GCF_023362135.1	PRJNA224116	SAMN24114652	na	na	470	470	Acinetobacter baumannii	strain=5664	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336213v1	Peking University People's Hospital	GCA_023362135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/362/135/GCF_023362135.1_ASM2336213v1/	na	na	na	haploid	bacteria	4137713	4137713	39.000000	2	2	2	NCBI RefSeq	GCF_023362135.1-RS_2025_05_21	2025-05-21	4014	3819	95	na
GCF_023362155.1	PRJNA224116	SAMN24114651	na	na	470	470	Acinetobacter baumannii	strain=5663	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336215v1	Peking University People's Hospital	GCA_023362155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/362/155/GCF_023362155.1_ASM2336215v1/	na	na	na	haploid	bacteria	4137724	4137724	39.000000	2	2	2	NCBI RefSeq	GCF_023362155.1-RS_2025_05_21	2025-05-21	4020	3823	95	na
GCF_023362175.1	PRJNA224116	SAMN24114649	na	na	470	470	Acinetobacter baumannii	strain=5656	na	latest	Complete Genome	Major	Full	2022-05-13	ASM2336217v1	Peking University People's Hospital	GCA_023362175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/362/175/GCF_023362175.1_ASM2336217v1/	na	na	na	haploid	bacteria	4003190	4003190	39.000000	2	2	2	NCBI RefSeq	GCF_023362175.1-RS_2025_05_21	2025-05-21	3844	3675	93	na
